NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA
CIPERMETRINA;Quimico;0.050;C10;CIPERMETRINA;52315078;SIM;Soja;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CIPERMETRINAS (TODOS OS ISÔMEROS);Quimico;0.700;;CIPERMETRINAS (TODOS OS ISÔMEROS);;SIM;Abacaxi;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018;28/05/2018 00:00:00.000000;
CIPERMETRINAS (TODOS OS ISÔMEROS);Quimico;0.300;;CIPERMETRINAS (TODOS OS ISÔMEROS);;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018;28/05/2018 00:00:00.000000;
CLORETOS DE BENZALCÔNIO;Quimico;2.000;C52;CLORETOS DE BENZALCÔNIO;;SIM;Cenoura;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 552, DE 26 DE FEVEREIRO DE 2008;27/02/2008 00:00:00.000000;
CLORETOS DE BENZALCÔNIO;Quimico;10.000;C52;CLORETOS DE BENZALCÔNIO;;SIM;Mamão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº  1.063, DE 08 DE ABRIL DE 2015;09/04/2015 00:00:00.000000;
CLORETOS DE BENZALCÔNIO;Quimico;0.005;C52;CLORETOS DE BENZALCÔNIO;;SIM;Milho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.792, DE 29 DE JUNHO DE 2011;30/06/2011 00:00:00.000000;
CLORETOS DE BENZALCÔNIO;Quimico;5.000;C52;CLORETOS DE BENZALCÔNIO;;SIM;Morango;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº  1.063, DE 08 DE ABRIL DE 2015;09/04/2015 00:00:00.000000;
CLORFENAPIR;Quimico;2.000;C40;CLORFENAPIR;122453730;SIM;Framboesa;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO  N º 708, DE 28 DE FEVEREIRO DE 2013;01/03/2013 00:00:00.000000;
CLORFENAPIR;Quimico;0.050;C40;CLORFENAPIR;122453730;SIM;Melancia;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Cloridrato de aviglicina;Quimico;0.050;A48.1;Cloridrato de aviglicina;55720268;SIM;Maçã;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Cloridrato de cartape;Quimico;0.100;C25.1;Cloridrato de cartape;15263522;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CLOROTALONIL;Quimico;0.200;C18;CLOROTALONIL;1897456;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CLOROTALONIL;Quimico;0.200;C18;CLOROTALONIL;1897456;SIM;Cenoura;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.987, DE 22 DE MAIO DE 2009;25/05/2009 00:00:00.000000;
CLORETOS DE BENZALCÔNIO;Quimico;1.000;C52;CLORETOS DE BENZALCÔNIO;;SIM;Batata;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
ACETAMIPRIDO;Quimico;1.000;A29;ACETAMIPRIDO;135410207;SIM;Almeirão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.971, DE 30 DE OUTUBRO DE 2018;01/11/2018 00:00:00.000000;
ACETAMIPRIDO;Quimico;0.300;A29;ACETAMIPRIDO;135410207;SIM;Carambola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.971, DE 30 DE OUTUBRO DE 2018;01/11/2018 00:00:00.000000;
ACETAMIPRIDO;Quimico;0.010;A29;ACETAMIPRIDO;135410207;SIM;Cebola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.971, DE 30 DE OUTUBRO DE 2018;01/11/2018 00:00:00.000000;
ACETAMIPRIDO;Quimico;0.100;A29;ACETAMIPRIDO;135410207;SIM;Couve;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 648, DE 10 DE MARÇO DE 2017;13/03/2017 00:00:00.000000;
ACETAMIPRIDO;Quimico;1.000;A29;ACETAMIPRIDO;135410207;SIM;Espinafre;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.971, DE 30 DE OUTUBRO DE 2018;01/11/2018 00:00:00.000000;
ACETAMIPRIDO;Quimico;0.300;A29;ACETAMIPRIDO;135410207;SIM;Figo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.971, DE 30 DE OUTUBRO DE 2018;01/11/2018 00:00:00.000000;
ACETAMIPRIDO;Quimico;1.000;A29;ACETAMIPRIDO;135410207;SIM;Mangaba;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.971, DE 30 DE OUTUBRO DE 2018;01/11/2018 00:00:00.000000;
ACETAMIPRIDO;Quimico;0.010;A29;ACETAMIPRIDO;135410207;SIM;Maracujá;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.111, DE 1º DE AGOSTO DE 2019;05/08/2019 00:00:00.000000;
ACETAMIPRIDO;Quimico;0.200;A29;ACETAMIPRIDO;135410207;SIM;Melão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
ACETAMIPRIDO;Quimico;0.700;A29;ACETAMIPRIDO;135410207;SIM;Pimenta;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.111, DE 1° DE AGOSTO DE 2019;05/08/2019 00:00:00.000000;
Acetato de fentina;Quimico;0.050;F59.1;Acetato de fentina;900958;NÃO;Amendoim;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;21/07/2019 00:00:00.000000
Acetocloro;Quimico;0.100;A24;Acetocloro;34256821;SIM;Cana-de-açúcar;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Acibenzolar-s-metílico;Quimico;1.000;A38;Acibenzolar-s-metílico;135158542;SIM;Algodão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.747, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;
Acibenzolar-s-metílico;Quimico;0.010;A38;Acibenzolar-s-metílico;135158542;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 656, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
Alanicarbe;Quimico;0.300;A27;Alanicarbe;83130012;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.070;C58;ALFA-CIPERMETRINA;67375308;SIM;Agrião;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.970, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.300;C58;ALFA-CIPERMETRINA;67375308;SIM;Arroz;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 4.065, DE 25 DE OUTUBRO DE 2013;28/10/2013 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.010;C58;ALFA-CIPERMETRINA;67375308;SIM;Brócolis;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.970, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;27/05/2018 00:00:00.000000
ALFA-CIPERMETRINA;Quimico;0.500;C58;ALFA-CIPERMETRINA;67375308;SIM;Cevada;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.478, DE 2 DE JUNHO DE 2017;05/06/2017 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.070;C58;ALFA-CIPERMETRINA;67375308;SIM;Chicória;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.970, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.070;C58;ALFA-CIPERMETRINA;67375308;SIM;Espinafre;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.970, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.020;C58;ALFA-CIPERMETRINA;67375308;SIM;Rabanete;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.590, DE 18 DE SETEMBRO DE 2019;19/09/2019 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.070;C58;ALFA-CIPERMETRINA;67375308;SIM;Rúcula;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.970, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
ALFA-CIPERMETRINA;Quimico;0.500;C58;ALFA-CIPERMETRINA;67375308;SIM;Trigo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.478, DE 2 DE JUNHO DE 2017;05/06/2017 00:00:00.000000;
AMETRINA;Quimico;0.020;A11;AMETRINA;834128;SIM;Abacaxi;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
AMETRINA;Quimico;0.050;A11;AMETRINA;834128;SIM;Algodão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
AMETRINA;Quimico;0.070;A11;AMETRINA;834128;SIM;Banana;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
AMETRINA;Quimico;0.050;A11;AMETRINA;834128;SIM;Cana-de-açúcar;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
AMETRINA;Quimico;0.050;A11;AMETRINA;834128;SIM;Mandioca;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
AMITRAZ;Quimico;0.500;A23;AMITRAZ;33089611;SIM;Citros;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Azinsulfurom;Quimico;0.100;A30;Azinsulfurom;120162552;SIM;Arroz;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Azociclotina;Quimico;0.010;A19;Azociclotina;41083118;NÃO;Feijão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;21/07/2019 00:00:00.000000
ACETAMIPRIDO;Quimico;0.010;A29;ACETAMIPRIDO;135410207;SIM;Abacaxi;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 286, DE 1º DE FEVEREIRO DE 2018;05/02/2018 00:00:00.000000;
AZOXISTROBINA;Quimico;0.200;A26;AZOXISTROBINA;131860338;SIM;Amendoim;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 384, DE 31 DE DEZEMBRO DE 2004;05/01/2005 00:00:00.000000;
AZOXISTROBINA;Quimico;0.700;A26;AZOXISTROBINA;131860338;SIM;Arroz;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 4.412, DE 15 DE OUTUBRO DE 2012;16/10/2012 00:00:00.000000;
AZOXISTROBINA;Quimico;0.200;A26;AZOXISTROBINA;131860338;SIM;Chalota;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 688, DE 17 DE MARÇO DE 2017;20/03/2017 00:00:00.000000;
AZOXISTROBINA;Quimico;0.300;A26;AZOXISTROBINA;131860338;SIM;Ervilha;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE N° 1.743, DE 30 DE JUNHO DE 2016;04/07/2016 00:00:00.000000;
AZOXISTROBINA;Quimico;1.000;A26;AZOXISTROBINA;131860338;SIM;Figo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE N° 1.743, DE 30 DE JUNHO DE 2016;04/07/2016 00:00:00.000000;
AZOXISTROBINA;Quimico;0.100;A26;AZOXISTROBINA;131860338;SIM;Trigo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.545, DE 08 DE SETEMBRO DE 2015;10/09/2015 00:00:00.000000;
BENALAXIL;Quimico;0.100;B38;BENALAXIL;71626114;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
BENALAXIL;Quimico;0.100;B38;BENALAXIL;71626114;SIM;Uva;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Bentiavalicarbe isopropílico;Quimico;0.010;B42;Bentiavalicarbe isopropílico;177406687;SIM;Cebola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.111, DE 12 DE NOVEMBRO DE 2015;13/11/2015 00:00:00.000000;
Benzovindiflupir;Quimico;0.020;B46;Benzovindiflupir;1072957711;SIM;Cana-de-açúcar;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 449, DE 12 DE FEVEREIRO DE 2014;13/02/2014 00:00:00.000000;
Benzovindiflupir;Quimico;0.010;B46;Benzovindiflupir;1072957711;SIM;Milho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 449, DE 12 DE FEVEREIRO DE 2014;13/02/2014 00:00:00.000000;
BROMUCONAZOL;Quimico;0.100;B32;BROMUCONAZOL;116255482;SIM;Batata;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
BROMUCONAZOL;Quimico;0.200;B32;BROMUCONAZOL;116255482;SIM;Cenoura;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
BROMUCONAZOL;Quimico;0.050;B32;BROMUCONAZOL;116255482;SIM;Manga;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
BUPROFEZINA;Quimico;0.300;B29;BUPROFEZINA;69327760;SIM;Abacate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 3.448, DE 08 DE SETEMBRO DE 2014;09/09/2014 00:00:00.000000;
BUPROFEZINA;Quimico;0.050;B29;BUPROFEZINA;69327760;SIM;Feijão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
BUPROFEZINA;Quimico;0.300;B29;BUPROFEZINA;69327760;SIM;Guaraná;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 3.448, DE 08 DE SETEMBRO DE 2014;09/09/2014 00:00:00.000000;
BUPROFEZINA;Quimico;0.500;B29;BUPROFEZINA;69327760;SIM;Jiló;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 3.448, DE 08 DE SETEMBRO DE 2014;09/09/2014 00:00:00.000000;
BUPROFEZINA;Quimico;0.300;B29;BUPROFEZINA;69327760;SIM;Mamão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 3.448, DE 08 DE SETEMBRO DE 2014;09/09/2014 00:00:00.000000;
FENPIROXIMATO;Quimico;0.100;F37;FENPIROXIMATO;134098616;SIM;Chuchu;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº3.369, DE 7 DE DEZEMBRO DE 2015;08/12/2015 00:00:00.000000;
FENPIROXIMATO;Quimico;0.100;F37;FENPIROXIMATO;134098616;SIM;Maçã;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;14/08/2005 00:00:00.000000
FENPIROXIMATO;Quimico;0.010;F37;FENPIROXIMATO;134098616;SIM;Pitanga;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº3.369, DE 7 DE DEZEMBRO DE 2015;08/12/2015 00:00:00.000000;
FENPIROXIMATO;Quimico;0.010;F37;FENPIROXIMATO;134098616;SIM;Seriguela;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº3.369, DE 7 DE DEZEMBRO DE 2015;08/12/2015 00:00:00.000000;
FENPROPATRINA;Quimico;1.000;F28;FENPROPATRINA;39515418;SIM;Maçã;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
FENPROPATRINA;Quimico;2.000;F28;FENPROPATRINA;39515418;SIM;Mamão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
FENPROPATRINA;Quimico;0.100;F28;FENPROPATRINA;39515418;SIM;Melão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.078, DE 20 DE ABRIL DE 2017;24/04/2017 00:00:00.000000;
FENPROPATRINA;Quimico;0.200;F28;FENPROPATRINA;39515418;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
DIUROM;Quimico;0.050;D25;DIUROM;330541;SIM;Milho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
DIUROM;Quimico;0.200;D25;DIUROM;330541;SIM;Soja;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.945, DE 3 DE NOVEMBRO DE 2017;06/11/2017 00:00:00.000000;
EPOXICONAZOL;Quimico;0.010;E22;EPOXICONAZOL;133855988;SIM;Mandioca;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 1.432, DE 13 DE MAIO DE 2015;15/05/2015 00:00:00.000000;
LAMBDA-CIALOTRINA;Quimico;0.010;C63;LAMBDA-CIALOTRINA;91465086;SIM;Linhaça;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
LAMBDA-CIALOTRINA;Quimico;0.010;C63;LAMBDA-CIALOTRINA;91465086;SIM;Melão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;30/07/2017 00:00:00.000000
LAMBDA-CIALOTRINA;Quimico;1.000;C63;LAMBDA-CIALOTRINA;91465086;SIM;Milheto;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.639, DE 21 DE JUNHO DE 2018;25/06/2016 00:00:00.000000;
LAMBDA-CIALOTRINA;Quimico;0.700;C63;LAMBDA-CIALOTRINA;91465086;SIM;Milho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 161, DE 19 DE JANEIRO DE 2010;20/01/2010 00:00:00.000000;20/07/2010 00:00:00.000000
LAMBDA-CIALOTRINA;Quimico;0.200;C63;LAMBDA-CIALOTRINA;91465086;SIM;Quiabo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
LAMBDA-CIALOTRINA;Quimico;0.050;C63;LAMBDA-CIALOTRINA;91465086;SIM;Rabanete;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.969, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
LUFENUROM;Quimico;0.050;L05;LUFENUROM;103055078;SIM;Sorgo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE N° 1.738, DE 30 DE JUNHO DE 2016;04/07/2016 00:00:00.000000;
GLIFOSATO;Quimico;0.200;G01;GLIFOSATO;1071836;SIM;Pêssego;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
ESFENVALERATO;Quimico;0.050;E18;ESFENVALERATO;66230044;SIM;Cebola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 1.423, DE 13 DE JUNHO DE 2005;16/06/2005 00:00:00.000000;
ESFENVALERATO;Quimico;1.000;E18;ESFENVALERATO;66230044;SIM;Milho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Espinetoram;Quimico;0.020;E32;Espinetoram;187166401;SIM;Algodão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 687/ANVISA 2017;20/03/2017 00:00:00.000000;
Espinetoram;Quimico;0.010;E32;Espinetoram;187166401;SIM;Alho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 657/ANVISA 2016;14/03/2016 00:00:00.000000;
Espinetoram;Quimico;0.010;E32;Espinetoram;187166401;SIM;Beterraba;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 657/ANVISA 2016;14/03/2016 00:00:00.000000;
Espinetoram;Quimico;0.300;E32;Espinetoram;187166401;SIM;Caju;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 1400/ANVISA 2019;28/05/2019 00:00:00.000000;
Espinetoram;Quimico;0.010;E32;Espinetoram;187166401;SIM;Cebola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 657/ANVISA 2016;14/03/2016 00:00:00.000000;
Espinetoram;Quimico;0.010;E32;Espinetoram;187166401;SIM;Gengibre;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 657/ANVISA 2016;14/03/2016 00:00:00.000000;
Espinetoram;Quimico;0.500;E32;Espinetoram;187166401;SIM;Jiló;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 657/ANVISA 2016;14/03/2016 00:00:00.000000;
Espinetoram;Quimico;0.300;E32;Espinetoram;187166401;SIM;Mangaba;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 1400/ANVISA 2019;28/05/2019 00:00:00.000000;
